Dist,Type,SubType,Xeq,Yeq,Xgal,Ygal,title,source,date,link,headline,img
"EU","Galaxy","NS",-104.650302,-55.9392679,-266.021064,-21.234143,"A Bow Shock in a Merging Galaxy Cluster","1E 0657-56",2002-02-20,"http://chandra.harvard.edu/photo/2002/0066/","An extremely hot galaxy cluster about 3.8 billion light years from Earth.","http://chandra.harvard.edu/photo/2002/0066/0066_xray_420.jpg"
"LU","Galaxy","NS",-192.205589,-41.3099387,-302.403806,21.559129,"Vast Hot Gas Plume May Be A Passing Attraction","Centaurus Cluster",2002-01-29,"http://chandra.harvard.edu/photo/2002/0146/","A cluster of galaxies about 170 million light years from Earth, located in the constellation Centaurus.","http://chandra.harvard.edu/photo/2002/0146/0146_xray_420.jpg"
"LU","Galaxy","NS",-194.969832,27.9546508,-57.245584,87.954485,"Gas Clouds Strike A Delicate Balance","Coma Cluster",2002-04-04,"http://chandra.harvard.edu/photo/2002/0150/","A cluster of galaxies about 500 million light years from Earth in the constellation Coma Berenices.","http://chandra.harvard.edu/photo/2002/0150/0150_xray_420.jpg"
"LU","Galaxy","AGN",-201.365625,-43.0224887,-309.515828,19.413873,"Arcs Tell The Tale Of A Giant Eruption","Centaurus A Arcs",2002-08-07,"http://chandra.harvard.edu/photo/2002/0157/","An active galaxy located about 11 million light years from Earth in the constellation Centaurus.","http://chandra.harvard.edu/photo/2002/0157/0157_composite_420.jpg"
"LU","Galaxy","AGN",-202.490650,47.2183407,-104.841489,68.533790,"High-Energy Activity Heats Up the Whirlpool","Whirlpool Galaxy (M51)",2002-07-02,"http://chandra.harvard.edu/photo/2002/0158/","A pair of galaxies about 30 million light years from Earth.","http://chandra.harvard.edu/photo/2002/0158/0158_xray_comp_420.jpg"
"LU","Galaxy","Starburst",-253.245265,2.4013894,-20.729420,27.291247,"Never Before Seen: Two Supermassive Black Holes in Same Galaxy","NGC 6240",2002-11-19,"http://chandra.harvard.edu/photo/2002/0192/","An extremely luminous galaxy about 400 million light years from Earth.","http://chandra.harvard.edu/photo/2002/0192/0192_xray_inset_420.jpg"
"MW","Nebula","SNR",-284.147083,-37.909556,-358.598794,-17.214086,"Cosmic X-rays May Reveal New Form of Matter","RX J1856.5-3754",2002-04-10,"http://chandra.harvard.edu/photo/2002/0211/","Observations of the pulsar in 3C58 suggest that the matter in this collapsed star is even denser than nuclear matter.","http://chandra.harvard.edu/photo/2002/0211/rxj_3c58_handout_250.jpg"
"MW","Star","BH",-287.956490,4.9827544,-39.694106,-2.244559,"Chandra Reveals Pileup on Cosmic Speedway","SS 433",2002-12-11,"http://chandra.harvard.edu/photo/2002/0214/","This image shows two high speed lobes of 50 million degree gas 5 trillion kilometers apart on opposite sides of a binary black hole system.","http://chandra.harvard.edu/photo/2002/0214/0214_xray_comp_420.jpg"
"MW","Nebula","SNR",-350.862403,58.8144208,-111.740610,-2.132259,"Chandra's Celestial Fireworks","Cassiopeia A",2002-08-19,"http://chandra.harvard.edu/photo/2002/0237/","320 year old remnant of a massive star that exploded in the constellation Cassiopeia.","http://chandra.harvard.edu/photo/2002/0237/0237_xray_420.jpg"
"LU","Galaxy","Lenticular",-64.043682,-55.7799429,-265.631177,-43.691215,"Black Holes in Distant Galaxy Points to Wild Youth","NGC 1553",2002-06-04,"http://chandra.harvard.edu/photo/2002/1058/","The elliptical galaxy NGC 1553 reveals diffuse hot gas dotted with many point-like sources.","http://chandra.harvard.edu/photo/2002/1058/1058_xray_420.jpg"
"LU","Galaxy","Dwarf",-67.729982,64.8302997244,-143.702891,11.237885,"Dwarf Galaxy Gives universe A Breath of Fresh Oxygen","NGC 1569",2002-07-23,"http://chandra.harvard.edu/photo/2002/1060/","A dwarf galaxy approximately 7 million light years from Earth.","http://chandra.harvard.edu/photo/2002/1060/1060_xray_420.jpg"
"EU","Galaxy","AGN",-172.530752,-14.8231888,-275.281816,43.639883,"Chandra Scores A Double Bonus With A Distant Quasar","PKS 1127-145",2002-02-06,"http://chandra.harvard.edu/photo/2002/1127/","A quasar about 10 billion light years from Earth located in the constellation Crater.","http://chandra.harvard.edu/photo/2002/1127/1127_xray_420.jpg"
"MW","Star","NS",-182.504200,-52.4403,-296.545330,9.917058,"X-rays Probe Gravitational Field Of A Neutron Star","1E 1207.4-5209",2002-06-06,"http://chandra.harvard.edu/photo/2002/1132/","This artist's conception depicts a neutron star located about 7,000 light years from Earth.","http://chandra.harvard.edu/photo/2002/1132/1132_illustration_spec_250.jpg"
"LU","Galaxy","Elliptical",-190.943126,11.5684064,-295.962354,74.336335,"Black Holes in Distant Galaxy Point to Wild Youth","NGC 4649",2002-06-04,"http://chandra.harvard.edu/photo/2002/1139/","The elliptical galaxy NGC 4649 reveals diffuse hot gas dotted with many point-like sources.","http://chandra.harvard.edu/photo/2002/1139/1139_xray_420.jpg"
"LU","Galaxy","Elliptical",-192.149487,-5.8006924,-301.632682,57.063893,"Black Holes in Elliptical Galaxy Point to Wild Youth","NGC 4697",2002-06-04,"http://chandra.harvard.edu/photo/2002/1140/","The elliptical galaxy NGC 4697 reveals diffuse hot gas dotted with many point-like sources.","http://chandra.harvard.edu/photo/2002/1140/1140_xray_420.jpg"
"LU","Galaxy","Interacting",-233.739320,23.5022281,-36.626171,53.027453,"Chandra Observes Titanic Merger","Arp 220",2002-04-19,"http://chandra.harvard.edu/photo/2002/1181/","Arp 220 gives new insight into what happens when two galaxies the size of the Milky Way collide.","http://chandra.harvard.edu/photo/2002/1181/1181_xray_420.jpg"
"EU","Galaxy","Interacting",-235.039821,-3.3014253,-2.831721,39.209532,"Chandra Finds Surprising Black Hole Activity In Galaxy Cluster","Abell 2104",2002-09-13,"http://chandra.harvard.edu/photo/2002/1182/","A galaxy cluster in the constellation Serpens.","http://chandra.harvard.edu/photo/2002/1182/1182_xray_420.jpg"
"LU","Galaxy","Interacting",-351.332749,-12.1245552,-65.344964,-64.852137,"Chandra Finds Ghosts Of Eruption In Galaxy Cluster","Abell 2597",2002-01-08,"http://chandra.harvard.edu/photo/2002/1269/","A cluster of galaxies about a billion light years from Earth, located in the constellation Aquarius.","http://chandra.harvard.edu/photo/2002/1269/1269_xray_420.jpg"
"EU","Galaxy","AGN",-357.088498,0.9390532,-91.991489,-58.091913,"Twin Quasars Tango And It's No Mirage","Quasar Pair Q2345+007 A",2002-03-13,"http://chandra.harvard.edu/photo/2002/1273/","A closely aligned pair of quasars about 11 billion light years from Earth in the constellation Pisces.","http://chandra.harvard.edu/photo/2002/1273/1273_xray_420.jpg"
"LU","Galaxy","AGN",-162.467036,32.9847782,-192.915278,63.149985,"Merging Galaxies And Cosmic Collisions","Arp 270",2002-05-07,"http://chandra.harvard.edu/photo/2002/arp270/","Arp 270 shows two galaxies about 90 million light years from Earth in the early stage of a merger.","http://chandra.harvard.edu/photo/2002/arp270/arp270_xray_420.jpg"
"MW","Nebula","SNR",-292.624904,18.8714376,-54.096675,0.266151,"Energetic Ring Marks Spot That Leads to Discovery of Neutron Star","G54.1+0.3",2002-06-25,"http://chandra.harvard.edu/photo/2002/g541/","The distant supernova remnant SNR G54.1+0.3 reveals a bright ring of high-energy particles with a central point-like source.","http://chandra.harvard.edu/photo/2002/g541/g541_xray_comp_420.jpg"
"MW","Galaxy","Spiral",-266.337282,-29.0458941,-359.875492,-0.006649,"Chandra Takes In The Bright Lights, Big City Of The Milky Way","Galactic Center",2002-01-09,"http://chandra.harvard.edu/photo/2002/gcenter/","A 400 by 900 light-year mosaic of images located about 25,000 light years from Earth in the constellation Sagittarius.","http://chandra.harvard.edu/photo/2002/gcenter/gcenter_xray_rgb_250.jpg"
"MW","Galaxy","Spiral",-266.582484,-28.8715381615,-0.136052,-0.099047,"X-ray Gas Associated With Galactic Center Radio Arc","Galactic Center Radio Arc",2002-01-09,"http://chandra.harvard.edu/photo/2002/gradioarc/","Observations of a region of the Galactic Center have found an X-ray filament and cloud about 40 light years across.","http://chandra.harvard.edu/photo/2002/gradioarc/gradioarc_xray_r_comp_420.jpg"
"EU","Galaxy","AGN",-129.182917,0.915306,-224.776854,23.696268,"Chandra Finds Well-Established Black Holes In Distant Quasars","SDSS 0836+0054",2002-03-28,"http://chandra.harvard.edu/photo/2002/highzqso/","A quasar 13 billion light years from Earth.","http://chandra.harvard.edu/photo/2002/highzqso/highzqso_xray_420.jpg"
"EU","Cosmology","AGN",-35.593601,42.34679031,-140.351386,-17.428278,"Chandra Discovers 'Rivers Of Gravity' That Define Cosmic Landscape","Hot Intergalactic Gas",2002-07-31,"http://chandra.harvard.edu/photo/2002/igm/","This artist's conception depicts a huge cloud of hot gas 800 million light years from Earth.","http://chandra.harvard.edu/photo/2002/igm/igm_illustration_spec_420.jpg"
"LU","Galaxy","Elliptical",-74.234557,-4.8658883,-203.699090,-27.613931,"Giant X-Ray Disk Sheds Light On Galactic Merger","NGC 1700",2002-12-18,"http://chandra.harvard.edu/photo/2002/n1700/","NGC 1700 may be the result of a merger of two smaller galaxies.","http://chandra.harvard.edu/photo/2002/n1700/n1700_xray_420.jpg"
"MW","Star","Elliptical",-134.763729,-47.5080273,-267.934397,-1.060476,"Young Star Cluster Found Aglow With Mysterious X-Ray Cloud","RCW 38",2002-12-18,"http://chandra.harvard.edu/photo/2002/rcw38/","This Chandra image revealed a diffuse cloud of X-rays enveloping the star cluster.","http://chandra.harvard.edu/photo/2002/rcw38/rcw38_xray_420.jpg"
"MW","Star","BH",-237.745000,-56.4763888889,-325.882593,-1.826989,"Chandra Tracks Evolution Of X-Ray Jets","XTE J1550-564",2002-10-03,"http://chandra.harvard.edu/photo/2002/xtej1550/","A binary star system consisting of a black hole and a normal star located in the Milky Way Galaxy about 17,000 light years from Earth.","http://chandra.harvard.edu/photo/2002/xtej1550/xtej1550_collage_250.jpg"
"MW","Galaxy","BH",-266.415789,-29.0075707,-359.943978,-0.045258,"Milky Way Monster Stars in Cosmic Reality Show","Sagittarius A*; Galactic Center",2003-01-06,"http://chandra.harvard.edu/photo/2003/0203long/","This image of Sgr A* was made from the longest X-ray exposure of that region to date.","http://chandra.harvard.edu/photo/2003/0203long/0203long_xray_420.jpg"
"LU","Galaxy","Spiral",-204.246228,-29.8628314,-314.576683,31.976935,"X-rays Reveal Nature of Spiral Galaxy’s Boisterous Activity","M83",2003-01-22,"http://chandra.harvard.edu/photo/2003/1154/","A spiral galaxy 12 million light years from Earth in the constellation Hydra.","http://chandra.harvard.edu/photo/2003/1154/1154_xray_420.jpg"
"EU","Galaxy","Spiral",-211.683439,34.1904464,-61.133790,72.371191,"New View of Biggest Construction Sites in Universe","3C294",2003-05-21,"http://chandra.harvard.edu/photo/2003/4c41/","One of two massive galaxies that are enveloped by vast clouds of high-energy particles.","http://chandra.harvard.edu/photo/2003/4c41/4c41_comp_250.jpg"
"LU","Galaxy","Spiral",-227.744583,5.7617,-6.505139,50.547020,"Hot News for Cold Dark Matter","Abell 2029",2003-06-11,"http://chandra.harvard.edu/photo/2003/abell2029/","Galaxy cluster Abell 2029 is approximately one billion light years from Earth.","http://chandra.harvard.edu/photo/2003/abell2029/abell2029_comp_420.jpg"
"EU","Galaxy","AGN",-127.923333,52.754667,-165.754999,36.240245,"Matter Near Black Hole Gets Second Lease On Life","APM 08279+5255",2003-03-25,"http://chandra.harvard.edu/photo/2003/apm08279/","High-speed winds blowing gas away from a supermassive black hole.","http://chandra.harvard.edu/photo/2003/apm08279/apm08279_xray_420.jpg"
"MW","Star","NS",-299.903333,20.804194,-59.197004,-4.697579,"A Cocoon Found Inside the Black Widow’s Web","B1957+20",2003-02-27,"http://chandra.harvard.edu/photo/2003/b1957/","A pulsar located about 5,000 light years from Earth.","http://chandra.harvard.edu/photo/2003/b1957/b1957_comp_420.jpg"
"LU","Star","BH",-299.590417,35.201611,-71.335039,3.066766,"'Iron-Clad' Evidence For Spinning Black Hole","Cygnus X-1",2003-09-17,"http://chandra.harvard.edu/photo/2003/bhspin/","Telltale X-rays from iron may reveal if black holes are spinning or not.","http://chandra.harvard.edu/photo/2003/bhspin/bhspin_comp_420.jpg"
"LU","Galaxy","AGN",-201.377110,-43.0127723,-309.526083,19.422321,"Energetic Jet Meets Resistance In Nearby Galaxy","Centaurus A Jet",2003-04-23,"http://chandra.harvard.edu/photo/2003/cenajet/","A powerful jet in an active galaxy located about 11 million light years from Earth.","http://chandra.harvard.edu/photo/2003/cenajet/cenajet_420.jpg"
"LU","Nebula","SNR",-76.423750,-67.877222,-278.665585,-34.863703,"Supernova Origin Revealed","DEM L71",2003-03-12,"http://chandra.harvard.edu/photo/2003/deml71/","The remains of a supernova explosion that destroyed a white dwarf star.","http://chandra.harvard.edu/photo/2003/deml71/deml71_comp_250.jpg"
"EU","Galaxy","AGN",-227.512083,57.045389,-93.253715,51.340292,"Most Distant X-Ray Jet Yet Discovered Provides Clues To Big Bang","GB1508+5714",2003-11-17,"http://chandra.harvard.edu/photo/2003/gb1508/","The quasar GB1508+5714 reveals a jet of high-energy particles.","http://chandra.harvard.edu/photo/2003/gb1508/gb1508_xray_illustration_420.jpg"
"EU","Cosmology","AGN",-189.144435,62.2407967377,-125.932999,54.800778,"The Secret Lives Of Galaxies Unveiled In Deep Survey","GOODS Chandra Deep Field-North",2003-06-19,"http://chandra.harvard.edu/photo/2003/goods/","The Chandra Deep Fields cover two separate regions in the North and South.","http://chandra.harvard.edu/photo/2003/goods/cdfn_xray_420.jpg"
"EU","Cosmology","AGN",-296.674583,-19.601417,-20.839167,-20.681645,"Cosmic Forensics Confirms Gamma-ray Burst/Supernova Connection","GRB 020813",2003-03-24,"http://chandra.harvard.edu/photo/2003/grb020813/","A Gamma-Ray Burst about 8,600,000 light years from Earth.","http://chandra.harvard.edu/photo/2003/grb020813/grb020813_comp_sized_420.jpg"
"MW","Star","AGN",-275.126554,-16.175021224,-15.060931,-0.688252,"'X-ray Champagne Flow' Uncorked in Horseshoe Nebula","M17",2003-08-14,"http://chandra.harvard.edu/photo/2003/m17/","A young star cluster 5,000 light years from Earth in the constellation Sagittarius.","http://chandra.harvard.edu/photo/2003/m17/m17_xray_420.jpg"
"LU","Galaxy","Lenticular",-186.473932,13.0147233,-278.729510,74.673404,"Cluster's Gain is Galaxy's Loss","M86",2003-10-01,"http://chandra.harvard.edu/photo/2003/m86/","Image of M86 shows gas being swept out of the galaxy to form a long tail more than 200,000 light years in length.","http://chandra.harvard.edu/photo/2003/m86/m86_xrayopt_420.jpg"
"LU","Nebula","SNR",-83.932154,-66.0355025,-275.905475,-32.271494,"Celestial Illumination: The X-Ray Glow From An Exploded Star","N63A",2003-12-19,"http://chandra.harvard.edu/photo/2003/n63a/","Supernova remnant N63A, located in the nearby galaxy of the Large Magellanic Cloud.","http://chandra.harvard.edu/photo/2003/n63a/n63a_comp_420.jpg"
"LU","Galaxy","Spiral",-40.669186,-0.0136389,-172.103557,-51.934343,"Wind and Reflections from a Black Hole","NGC 1068",2003-07-09,"http://chandra.harvard.edu/photo/2003/ngc1068/","An active galaxy approximately 50 million light years from Earth.","http://chandra.harvard.edu/photo/2003/ngc1068/ngc1068_comp_420.jpg"
"LU","Galaxy","Spiral",-70.367406,-2.8617685,-199.563079,-30.016929,"What Lies Beneath","NGC 1637",2003-10-28,"http://chandra.harvard.edu/photo/2003/ngc1637/","A series of Chandra observations of the spiral galaxy NGC 1637.","http://chandra.harvard.edu/photo/2003/ngc1637/4panel_sized_250.jpg"
"LU","Galaxy","Spiral",-150.491362,55.6808864,-157.808445,48.359585,"Superwind Sculpts Filamentary Features","NGC 3079",2003-02-19,"http://chandra.harvard.edu/photo/2003/ngc3079/","A spiral galaxy about 55 million light years from Earth.","http://chandra.harvard.edu/photo/2003/ngc3079/ngc3079_comp_420.jpg"
"LU","Star","Spiral",-14.770833,-72.178361,-302.105659,-44.937621,"A Heart in the Darkness","NGC 346",2003-02-12,"http://chandra.harvard.edu/photo/2003/ngc346/","A hot gas cloud in a star cluster about 180,000 light years from Earth located in the Small Magellanic Cloud.","http://chandra.harvard.edu/photo/2003/ngc346/ngc346_xray_420.jpg"
"LU","Star","NS",-184.849056,5.8202422,-281.814473,67.368882,"Trail of Black Holes and Neutron Stars Points to Ancient Collisi","NGC 4261",2003-12-08,"http://chandra.harvard.edu/photo/2003/ngc4261/","Elliptical galaxy NGC 4261 reveals dozens of black holes and neutron stars.","http://chandra.harvard.edu/photo/2003/ngc4261/ngc4261_comp_250.jpg"
"LU","Galaxy","NS",-186.926608,13.0239006,-280.279923,74.842143,"Galactic Fender-Bender In Virgo","NGC 4438 and NGC 4435",2003-09-03,"http://chandra.harvard.edu/photo/2003/ngc4438/","Two galaxies in the Virgo galaxy cluster that are more than 100,000 light years apart.","http://chandra.harvard.edu/photo/2003/ngc4438/ngc4438_xray_420.jpg"
"LU","Star","NS",-255.304062,-30.1125915,-353.575219,7.318347,"X-Ray Binaries In Globular Clusters","NGC 6266",2003-07-30,"http://chandra.harvard.edu/photo/2003/ngc6266/","Two globular clusters about a hundred light years in diameter.","http://chandra.harvard.edu/photo/2003/ngc6266/ngc6266_xray_250.jpg"
"LU","Galaxy","NS",-49.950912,41.5112571,-150.576218,-13.261484,"Chandra 'Hears' a Supermassive Black Hole in Perseus","Perseus Cluster",2003-09-01,"http://chandra.harvard.edu/photo/2003/perseus/","A 53-hour Chandra observation of the central region of the Perseus galaxy cluster.","http://chandra.harvard.edu/photo/2003/perseus/perseus_xray_250.jpg"
"LU","Nebula","SNR",-16.264418,-72.3858252,-301.482946,-44.704087,"Chandra Finds Rich Oxygen Supply Inside Glowing Ring","SNR 0103-72.6",2003-05-26,"http://chandra.harvard.edu/photo/2003/snr0103/","A supernova remnant in the Small Magellanic Cloud, a galaxy about 190,000 light years from Earth.","http://chandra.harvard.edu/photo/2003/snr0103/snr0103_comp_420.jpg"
"LU","Galaxy","SNR",-339.003759,33.970623,-93.272340,-20.986720,"Intruder Galaxy Shocks Tightly-Knit Group","Stephan's Quintet",2003-05-08,"http://chandra.harvard.edu/photo/2003/stephan/","A compact group of galaxies about 280 million light years from Earth.","http://chandra.harvard.edu/photo/2003/stephan/stephan_comp_labels_420.jpg"
"MW","Star","SNR",-172.980833,-34.6075,-284.874551,25.460690,"X-rays Found From a Lightweight Brown Dwarf","TWA 5B",2003-04-14,"http://chandra.harvard.edu/photo/2003/twa5b/","A brown dwarf orbiting a young binary star.","http://chandra.harvard.edu/photo/2003/twa5b/twa5b_xray_labeled_420.jpg"
"MW","Star","SNR",-165.466667,-34.704444,-278.678903,22.955068,"Chandra Adds to Story of the Way We Were","TW Hydrae",2003-05-26,"http://chandra.harvard.edu/photo/2003/twhy/","Young star system in the TW Hydrae Association about 180 light years from Earth.","http://chandra.harvard.edu/photo/2003/twhy/twhy_main_250.jpg"
"MW","Star","NS",-128.835833,-45.176389,-263.551833,-2.787360,"Firehose-Like Jet Observed In Action","Vela Pulsar Jet",2003-06-30,"http://chandra.harvard.edu/photo/2003/vela_pulsar/","A jet of high-energy particles associated with the Vela pulsar about 1000 light years from Earth.","http://chandra.harvard.edu/photo/2003/vela_pulsar/vela_pulsar_xray_420.jpg"
"MW","Nebula","SNR",-31.407452,64.8263753,-130.719645,3.082380,"Pulsar Gives Insight on Ultra Dense Matter and Magnetic Fields","3C58",2004-12-14,"http://chandra.harvard.edu/photo/2004/3c58/","A supernova remnant 10,000 light years from Earth.","http://chandra.harvard.edu/photo/2004/3c58/3c58_xray_250.jpg"
"EU","Galaxy","SNR",-235.178685,66.2156911,-101.119505,43.051079,"Chandra Catches Early Phase of Cosmic Assembly","Abell 2125",2004-08-13,"http://chandra.harvard.edu/photo/2004/a2125/","A massive galaxy cluster about 3 billion light years from Earth.","http://chandra.harvard.edu/photo/2004/a2125/a2125_xray_420.jpg"
"LU","Galaxy","Interacting",-180.471125,-18.8863568,-286.965576,42.443904,"Chandra Locates Mother Lode of Planetary Ore in Colliding Galaxi","Antennae",2004-01-07,"http://chandra.harvard.edu/photo/2004/antennae/","This montage of Chandra images shows a pair of interacting galaxies known as The Antennae.","http://chandra.harvard.edu/photo/2004/antennae/antennae_panel_250.jpg"
"MW","Star","Interacting",-10.897518,-17.9864942,-111.331169,-80.680991,"Giant Star's Corona Brightens with Age","Beta Ceti",2004-12-30,"http://chandra.harvard.edu/photo/2004/bceti/","An X-ray bright giant star 95 light years from Earth.","http://chandra.harvard.edu/photo/2004/bceti/bceti_xray_250.jpg"
"EU","Galaxy","Interacting",-235.290246,66.2628452,-101.137267,42.987240,"Too Fast, Too Furious: A Galaxy's Fatal Plunge","C153",2004-01-06,"http://chandra.harvard.edu/photo/2004/c153/","A galaxy being ripped apart as it races at 4.5 million miles per hour.","http://chandra.harvard.edu/photo/2004/c153/c153_panel_250.jpg"
"MW","Nebula","SNR",-350.868761,58.8154992,-111.744076,-2.132340,"Deepest Image of Exploded Star Uncovers Bipolar Jets","Cassiopeia A",2004-08-23,"http://chandra.harvard.edu/photo/2004/casa/","The remnant of a supernova 10,000 light years from Earth.","http://chandra.harvard.edu/photo/2004/casa/casa_2panel_420.jpg"
"LU","Galaxy","SNR",-227.733750,5.743889,-6.472534,50.544987,"Chandra Opens New Line of Investigation on Dark Energy","Abell 2029",2004-05-18,"http://chandra.harvard.edu/photo/2004/darkenergy/","A galaxy cluster 1 billion light years away.","http://chandra.harvard.edu/photo/2004/darkenergy/abell2029_xray_420.jpg"
"MW","Star","SNR",-266.246000,-29.537,-359.415014,-0.195020,"Stars of Wonder, Stars of Infrared and X-ray Light","DB00-6",2004-12-23,"http://chandra.harvard.edu/photo/2004/db/","A star cluster in the direction of the Galactic Center.","http://chandra.harvard.edu/photo/2004/db/db_3panel_420.jpg"
"LU","Galaxy","SNR",-54.554633,-35.4554947,-236.726557,-53.689723,"Motions of Nearby Galaxy Cluster Reveal Presence of Hidden Superstructure","Fornax Cluster",2004-09-08,"http://chandra.harvard.edu/photo/2004/fornax/","A nearby galaxy cluster about 65 million light years from Earth.","http://chandra.harvard.edu/photo/2004/fornax/fornax_xray_250.jpg"
"EU","Galaxy","AGN",-53.058300,-27.8336,-223.602991,-54.492227,"Hidden Black Holes Uncovered by Combined Effort of NASA's Great Observatories","GOODS CDFS 033213.9-275000",2004-06-01,"http://chandra.harvard.edu/photo/2004/goodsbh/","Supermassive black hole in a young galaxy billions of light years from Earth.","http://chandra.harvard.edu/photo/2004/goodsbh/goodsbh_xray_420.jpg"
"EU","Cosmology","AGN",-120.625833,-39.85108333,-255.736615,-4.801624,"Astronomers Identify a Substandard Gamma-Ray Burst","GRB 031203",2004-08-04,"http://chandra.harvard.edu/photo/2004/grb031203/","A gamma ray burst 1.3 billion light years from Earth.","http://chandra.harvard.edu/photo/2004/grb031203/grb031203_comp_420.jpg"
"EU","Galaxy","AGN",-213.942500,64.7730603344,-109.123178,50.033559,"Chandra Looks Over a Cosmic Four-Leaf Clover","Cloverleaf Quasar",2004-07-06,"http://chandra.harvard.edu/photo/2004/h1413/","A quasar about 11 billion light years from Earth.","http://chandra.harvard.edu/photo/2004/h1413/h1413_ill_inset_420.jpg"
"EU","Galaxy","AGN",-196.533598,3.9358189,-312.174094,66.543488,"Precocious Supermassive Black Holes Challenge Theories","SDSSp J1306",2022-12-11,"http://chandra.harvard.edu/photo/2004/j1306/","A quasar seen as it was 12.7 billion light years ago.","http://chandra.harvard.edu/photo/2004/j1306/j1306_xray_ill_250.jpg"
"MW","Nebula","SNR",-262.672995,-21.4919935212,-4.517936,6.817134,"NASA's Great Observatories Provide a Detailed View of Kepler's Supernova Remnant","Kepler's Supernova Remnant",2006-12-10,"http://chandra.harvard.edu/photo/2004/kepler/","The remains of a supernova first seen in 1604.","http://chandra.harvard.edu/photo/2004/kepler/kepler_comp_panel_420.jpg"
"LU","Galaxy","Normal",-210.839101,54.3451926,-101.997548,59.762743,"Quasisoft Sources - Enigmatic X-ray Sources Point to Possible New Black Hole Population","M101",2004-03-01,"http://chandra.harvard.edu/photo/2004/m101/","A possible new class of X-ray sources.","http://chandra.harvard.edu/photo/2004/m101/m101_xray_250.jpg"
"LU","Galaxy","Elliptical",-187.692219,12.3509702,-283.774841,74.448835,"Giant Galaxy's Violent Past Comes Into Focus","M87",2004-05-10,"http://chandra.harvard.edu/photo/2004/m87/","Long-exposure image of the giant elliptical galaxy M87.","http://chandra.harvard.edu/photo/2004/m87/m87_xray_420.jpg"
"LU","Galaxy","Elliptical",-187.705880,12.391683,-283.776936,74.491675,"Spooktacular M87","M87 Core",2004-10-29,"http://chandra.harvard.edu/photo/2004/m87b/","A galaxy in the constellation of Virgo.","http://chandra.harvard.edu/photo/2004/m87b/m87b_int_250.jpg"
"MW","Star","Elliptical",-86.564385,-0.0965035,-205.427281,-14.506188,"X-ray Outburst from a Young Star","McNeil's Nebula",2004-07-22,"http://chandra.harvard.edu/photo/2004/mcneil/","A source illuminating a nebula 1300 light years from Earth.","http://chandra.harvard.edu/photo/2004/mcneil/mcneil_xray_opt_420.jpg"
"MW","Star","NS",-266.806679,-29.9666372,-359.301221,-0.834226,"The Mouse That Soared","Mouse",2004-09-23,"http://chandra.harvard.edu/photo/2004/mouse/","A pulsar wind nebula about 16,000 light years from Earth.","http://chandra.harvard.edu/photo/2004/mouse/mouse_xray_radio_250.jpg"
"LU","Nebula","SNR",-81.352169,-65.9888466,-275.992352,-33.318788,"Supernova Remnant Reveals Magnesium in Abundance","N49B",2004-03-24,"http://chandra.harvard.edu/photo/2004/n49b/","The remains of an exploded star reveal large concentrations of magnesium.","http://chandra.harvard.edu/photo/2004/n49b/n49b_comp_250.jpg"
"LU","Galaxy","Elliptical",-188.921566,26.5102609,-222.012787,86.431916,"Chandra's Find of Lonely Halo Raises Questions About Dark Matter","NGC 4555",2004-10-26,"http://chandra.harvard.edu/photo/2004/ngc4555/","A large, elliptical galaxy about 300 million light years from Earth.","http://chandra.harvard.edu/photo/2004/ngc4555/ngc4555_2panel_250.jpg"
"MW","Star","Elliptical",-217.427926,-62.6798252,-313.939298,-1.927285,"The Nearest Star to the Sun","Proxima Centauri",2004-11-09,"http://chandra.harvard.edu/photo/2004/proxima/","A red dwarf star 4 light years from the Sun.","http://chandra.harvard.edu/photo/2004/proxima/proxima_xray_250.jpg"
"MW","Star","Elliptical",-266.564009,-28.8270618,-0.165636,-0.062104,"Colliding High-Speed Winds Light Up the Quintuplet Cluster","Quintuplet Cluster",2004-07-28,"http://chandra.harvard.edu/photo/2004/quint/","A dense young star cluster about 26,000 light years from Earth.","http://chandra.harvard.edu/photo/2004/quint/quint_xray_420.jpg"
"EU","Galaxy","Elliptical",-193.210179,-29.4518845,-303.297788,33.418869,"A Distant Galaxy Cluster","RDCS 1252.9-2927",2004-01-02,"http://chandra.harvard.edu/photo/2004/rdcs1252/","A color composite image shows the X-ray light from 70-million-degree Celsius gas in the cluster.","http://chandra.harvard.edu/photo/2004/rdcs1252/rdcs1252_xray_opt_420.jpg"
"LU","Star","Elliptical",-190.653750,-11.326388889,-299.457478,51.485831,"Giant Black Hole Rips Star Apart","RX J1242-11",2004-02-18,"http://chandra.harvard.edu/photo/2004/rxj1242/","A star being torn apart by the tidal forces of a black hole.","http://chandra.harvard.edu/photo/2004/rxj1242/rxj1242_ill_250.jpg"
"MW","Star","BH",-266.432236,-29.0009351,-359.957135,-0.054080,"Chandra Turns Up the Heat in the Milky Way Center","Sagittarius A*",2004-06-13,"http://chandra.harvard.edu/photo/2004/sgra/","A 130 light year region in the center of the Milky Way.","http://chandra.harvard.edu/photo/2004/sgra/sgra_xray_420.jpg"
"LU","Star","SN",-85.047740,-69.3318278,-279.717236,-31.515208,"Chandra Reveals Two Faces of Supernova Power","SNR 0540-69.3",2004-04-20,"http://chandra.harvard.edu/photo/2004/snr0540/","A massive star explosion 160,000 light years away.","http://chandra.harvard.edu/photo/2004/snr0540/snr0540_xray_250.jpg"
